,name
62259,Deppride M 2mg/500mg Tablet
62260,Drtglip 20mg Tablet
62261,Deflocan 6 Tablet
62262,Dukoff Syrup
62263,Dronex 100 DT Tablet
62264,Drapime Injection
62265,Doxone-S 1500 Injection
62266,Deppride M 2mg/500mg Tablet
62267,Drotel MF Tablet
62268,Depxit Capsule
62269,Diacriptin M 0.8 mg/500 mg Tablet
62270,Droxyl Kid   125mg Tablet
62271,Diplena-M Tablet
62272,Dulodep 60mg Tablet
62273,Dalrin TZ 1000mg/125mg Injection
62274,Drapime Injection
62275,Drunem 500mg Injection
62276,D-Xone 1000mg Injection
62277,Durasal 4mg Tablet
62278,Domcer 15mg/20mg Tablet
62279,Dicpar Tablet
62280,DavaIndia Enalapril 5mg Tablet
62281,Decageribol 50mg Injection
62282,Diplonim P 100mg/350mg Tablet
62283,Domy Plus 10mg/325mg Tablet
62284,Dsc-MR Tablet
62285,Dectab Plus 50mg/325mg Tablet
62286,Dcz AM 5mg/75mg Tablet
62287,Diacriptin 1.6mg Tablet
62288,Dolocalm 75mg Injection
62289,D Trb Tablet
62290,Dexipra FX 0.5mg/10mg Tablet
62291,Dicloffin Forte 50mg/500mg Tablet
62292,Dclevo Tablet
62293,Deflotek 6mg Tablet
62294,Dic OM Tablet SR
62295,Dflox-M Oral Suspension
62296,Dectab Plus 50mg/325mg Tablet
62297,Diclonij 100mg Tablet SR
62298,Decsir 50mg/10mg Tablet
62299,Dizi-A 100mg/50mg Tablet
62300,Diacriptin 1.6mg Tablet
62301,Dromas-MF Tablet
62302,Dolocalm 75mg Injection
62303,Dolopac SP 50 mg/10 mg Tablet
62304,Druzem 1gm Injection
62305,Drapan-O Tablet
62306,Dicloryl-MR Tablet
62307,Diclocin S 50mg/10mg Tablet
62308,Dia B 500mg Tablet SR
62309,Diclotos P 50mg/500mg Tablet
62310,Diazeco 5mg Tablet
62311,Defin 250mg Tablet
62312,Dial 0.25mg Tablet
62313,Drlipid 20mg Tablet
62314,Divi A 500mg Injection
62315,Deponac Fast 75mg Injection
62316,Donflu-D Tablet
62317,DavaIndia Propranolol 20mg Tablet
62318,DavaIndia Risperidone 2mg Tablet
62319,Dcefi O 200mg/200mg Tablet
62320,Demcef 1000mg Injection
62321,Doropod 50mg Dry Syrup
62322,Decef 250 Injection
62323,Duraclav 500mg/125mg Tablet
62324,Diaswich M 1 mg/500 mg Tablet
62325,Dazheyl D Tablet
62326,Dtic Vhb 200mg Injection
62327,Deflavell 6mg Tablet
62328,Dispar 500mg Syrup
62329,Demoxin CV Dry Syrup
62330,Decef 250 Injection
62331,Dacarin 500mg Injection
62332,Diltime 30mg Tablet
62333,Degiril Syrup
62334,Dermicraft 5 Cream
62335,Dopenic-P Tablet
62336,Decawell 50mg Injection
62337,D P Lol 5mg Tablet
62338,Duet 50mg/10mg Tablet
62339,Divinase Forte 50mg/10mg Tablet
62340,Dicpin Forte 50mg/100mg/325mg Tablet
62341,Doxolem 10mg Injection
62342,Dinopil 2mg Tablet
62343,Dezox Tablet
62344,Docsin 500mg Injection
62345,Dorcort 12 Tablet
62346,Dliv 5mg Tablet
62347,Dolozak Tablet
62348,Drotac 80mg Tablet
62349,Dalcill CV LB 500mg/125mg Tablet
62350,Deflar Suspension
62351,Dictum 50mg/100mg/500mg Tablet
62352,DavaIndia Sevelamer 800mg Tablet DT
62353,Dorcort 6 Tablet
62354,Dextracort 30mg Tablet
62355,Decacole 50mg Injection
62356,Dorcort 6 Tablet
62357,Domeco-C Combipack Injection
62358,Decet-M Tablet
62359,Divitrop F 6mcg/9mcg Inhaler
62360,Dalbon-MR Tablet
62361,Dm Spas 10mg/250mg Tablet
62362,Delceta 125mg/5ml Syrup
62363,Denzocort 30mg Tablet
62364,Dazo 400mg Tablet
62365,Defheal 6 Tablet
62366,Deprid M 2mg/12.5mg Tablet
62367,Deodec 25mg Injection
62368,Dtic Vhb 500mg Injection
62369,Deltel H 40mg/12.5mg Tablet
62370,Depkey 75mg Tablet
62371,Dospa 20mg/50mg Tablet
62372,DavaIndia Ramipril+Losartan 5mg/50mg Tablet
62373,Droway DM 80mg/250mg Tablet
62374,Donee P 100mg/500mg Tablet
62375,Distat 500mg/250mg Tablet
62376,Ducid Suspension
62377,Drolice-MF Tablet
62378,Duobliss Tablet
62379,Drlipid AS 10mg/75mg Tablet
62380,Dwell Aqua 75mg Injection
62381,Dufly 30mg Tablet
62382,Dual Gesic Plus 250mg/50mg/325mg Tablet
62383,Doloserch 100mg/375mg Tablet
62384,Defen Plus Gel
62385,Difen P 50mg/325mg Tablet
62386,Duobliss Tablet
62387,Distat 500mg/250mg Tablet
62388,Dospa 20mg/50mg Tablet
62389,Donee P 100mg/500mg Tablet
62390,Deltel H 40mg/12.5mg Tablet
62391,Drlipid AS 10mg/75mg Tablet
62392,Dtic Vhb 500mg Injection
62393,Dinosin 100mg Tablet
62394,Deca Evabolin 25mg Injection
62395,Dorodec 50mg Injection
62396,Dipmol P Tablet
62397,Droxi-MF Tablet
62398,Duovolt 75mg Tablet
62399,Duopen 250mg/250mg Tablet
62400,Delnorm M 5mg/500mg Tablet
62401,Dgcold Oral Drops
62402,Delmox 250mg Tablet
62403,Defrich Syrup
62404,Diistat 40mg Tablet
62405,Dolex P 325mg/37.5mg Tablet
62406,Dolev 5mg/120mg Tablet
62407,Defwell 6mg Tablet
62408,Dronac SP 80mg/250mg Tablet
62409,Decadum 50mg Injection
62410,Doin 20mg Soft Gelatin Capsule
62411,Dycotif Plus 50mg/325mg Tablet
62412,Daz 0.5mg Tablet
62413,Deprazol D 30mg/20mg Capsule SR
62414,Dutaday T 0.4mg/0.5mg Tablet
62415,Dorclick Plus 50mg/325mg/10mg Tablet
62416,DavaIndia Gabapentin+Nortriptyline 400mg/10mg Tablet
62417,Dostrip 100mg Tablet
62418,Dcefi 200mg Tablet DT
62419,Dralof 50mg Oral Suspension
62420,Deflox DM Eye Drop
62421,Deeflox MC Eye Drop
62422,Dixovan 75mg Injection
62423,Darcept 25 Injection
62424,Dutaros T 0.4mg/0.5mg Tablet
62425,DavaIndia Amlodipine+Hydrochlorothiazide 5mg/12.5mg Tablet
62426,Dezart 30mg Tablet
62427,Drosar MF 80mg/250mg Tablet
62428,Decyp P Suspension
62429,DULOVAS 20MG TABLET
62430,Depep 4.5 Injection
62431,Diknimol-SP Tablet
62432,Delfina Plus 50mg/500mg Tablet
62433,Dliv LM 5mg/10mg Tablet
62434,Daftal MR 250mg/50mg/500mg Tablet
62435,Dicmin 40mg/500mg Tablet
62436,D-Cox-BR Syrup
62437,Diloton 8mg Injection
62438,Deturyl DX Syrup
62439,Daksone Injection
62440,Durogest 100mg Capsule
62441,Diczan 50mg/2mg Tablet MR
62442,Duramet 25mg Injection
62443,Divaderm Cream
62444,Dicet P 20mg/325mg Tablet
62445,Durasalyn CR 4mg/200mg Capsule
62446,Dinclav Duo Dry Syrup
62447,Deca Geribol 25mg Injection
62448,Ducati 250mg Tablet
62449,Dactovin 60mg Tablet
62450,Dolfi 100mg Injection
62451,Diconil 25mg Injection
62452,Dompus 1mg/ml Drop
62453,Dol Proxyvon 75mg Tablet
62454,Dazolam 0.5mg Tablet
62455,Devexin 50mg Tablet XR
62456,Difcor 6mg Tablet
62457,Defload 6mg Tablet
62458,Diaztric A 12.5mg/5mg Tablet
62459,Dumlin T 4000mg/500mg Injection
62460,Delargy 5mg Tablet
62461,Di Elival 125mg Tablet ER
62462,Dafzon 6mg Tablet
62463,Diroxime 250mg Tablet
62464,Diberyl 1mg Tablet
62465,Dcef-O Tablet
62466,DV Cef 200mg Tablet
62467,D Pod CV 200mg/125mg Tablet
62468,Diolof 500mg Infusion
62469,Domcef 1000mg Injection
62470,Diclor Plus 50mg/100mg/500mg Tablet
62471,Derox 50mg Liquid
62472,Diicam P 8mg/325mg Tablet
62473,Diclorix SP 50mg/325mg/15mg Tablet
62474,Dericef 250mg Tablet
62475,Diplitor 10 mg/160 mg Tablet
62476,Dmeto 0.1% Nasal Drops
62477,Defcor 6mg Syrup
62478,Diclones-S 50mg/10mg Tablet
62479,Diptazo 4000mg/500mg Injection
62480,Divaseil-ER 250 Tablet
62481,Dazflam 75mg Injection
62482,Dice P 50mg/325mg Tablet
62483,Delide P 100mg/500mg Tablet
62484,Dorcold Strong Tablet
62485,Duomorphic 2mg/500mg Tablet
62486,De Rab 20mg Tablet
62487,Dacarba 200mg Injection
62488,Dutchrox 150mg Tablet
62489,Defalone 6mg Tablet
62490,Doltam-C Tablet
62491,Decaflox 500mg Tablet
62492,DavaIndia Enalapril 2.5mg Tablet
62493,DavaIndia S-Amlodipine+Hydrochlorothiazide 2.5mg/12.5mg Tablet
62494,Depel 30mg Tablet
62495,Durasalyn Paed 50 mg/1 mg/4 mg Liquid
62496,Doxebal 20mg Tablet
62497,Decanon 50mg Injection
62498,Dominoz 40mg Tablet
62499,DT Care 200mg Injection
62500,Diatune-G 1mg/500mg Tablet
62501,Domq DSR 30mg/20mg Capsule
62502,Dactinoget 0.5mg Injection
62503,Diclovis Fast 75mg Injection
62504,Dravon 1500mg Injection
62505,De Om D 10mg/20mg Tablet
62506,Doxebal 20mg Tablet
62507,Decanon 50mg Injection
62508,D Pride M 1mg/500mg Tablet
62509,De Om D 10mg/20mg Tablet
62510,Dicloter 50mg Injection
62511,Dinofen Aqua 75mg Injection
62512,Diptazo 4000mg/500mg Injection
62513,Delocap 75mg Injection
62514,Desq 5mg Tablet
62515,Dolec P 400mg/325mg Tablet
62516,Diapyrin MR 250mg/50mg/325mg Tablet
62517,Doxifast M 400mg/10mg Tablet
62518,Docetere 20mg Solvent for Injection
62519,DOMZINE 10MG/20MG TABLET
62520,Diznil 75mg Tablet
62521,Divorel 50mg Tablet
62522,Dole DM 10mg/40mg Tablet
62523,Dipospas 20mg/50mg Tablet
62524,Diclonil P 50mg/500mg Tablet
62525,Diagus 2mg/500mg Tablet
62526,Divovib 500mg Tablet ER
62527,Dac FT 50mg Tablet
62528,Dewyday 2mg Tablet
62529,Drtglip M 500mg/20mg Tablet
62530,DavaIndia Spironolactone+Torasemide 50mg/10mg Tablet
62531,Disadex-ER 750 Tablet
62532,Defix-OX Tablet
62533,Deocef 100mg Tablet
62534,Delonix-P Tablet
62535,Dmbest 500mg Tablet SR
62536,DavaIndia Cefuroxime 250mg Tablet
62537,Dividom-P Tablet
62538,Davaspas 20mg/325mg Tablet
62539,Dencin 500mg Injection
62540,Dase N 100mg/10mg Tablet
62541,DRUCTUM 1000MG/125MG INJECTION
62542,Defgain 6mg Tablet
62543,Dipdox CV Dry Syrup
62544,Dieclo P 50mg/325mg Tablet
62545,Depflume 0.5mg/10mg Tablet
62546,Dorbroxyl Syrup
62547,Daflox OZ 200mg/500mg Tablet
62548,Dicvel SP 50mg/325mg/10mg Tablet
62549,Dolcuf-LS Syrup
62550,Dolbloc MR 100mg/325mg/250mg Tablet
62551,Defew 6mg Tablet
62552,Dexride D 30mg/10mg Capsule SR
62553,Disecort Tablet
62554,Dixomox 250mg/250mg Capsule
62555,Diclocalm-P Tablet
62556,Dobicin 10mg Injection
62557,Dbendazole 400mg Chewable Tablet
62558,Dalid P 100mg/325mg Tablet
62559,Difam 50mg/500mg Tablet
62560,Dinetica Syrup
62561,D Vox 6mg Tablet
62562,Dicpacer P 50mg/500mg Tablet
62563,Dictys-SP Tablet
62564,Doc Cort 6mg Tablet
62565,Dirank MF 1mg/500mg Tablet SR
62566,Dalid P 100mg/325mg Tablet
62567,Dinetica Syrup
62568,D Vox 6mg Tablet
62569,Duzir 6mg Tablet
62570,Dicpacer P 50mg/500mg Tablet
62571,Dirank MF 1mg/500mg Tablet SR
62572,Dicloroy 75mg Injection
62573,Dictys-SP Tablet
62574,Dompra 10mg/20mg Tablet
62575,Duloxis 30mg Tablet
62576,Drflox OZ Tablet
62577,Diclogic-SP Tablet
62578,Daylert 60mg Tablet
62579,Divopex 500 Tablet ER
62580,Dysim 50mg Dry Syrup
62581,Dicloson 50mg Tablet
62582,Droxan Syrup
62583,Diclosan MR Tablet
62584,Docit 500 Tablet
62585,Drotavol MF 80mg/250mg Tablet
62586,Daomide Tablet
62587,Drominac 80mg Tablet
62588,Deltaspas DM 80mg/250mg Tablet
62589,Dulotix 40mg Tablet
62590,Duct 200mg Tablet
62591,Depapod 200mg Tablet DT
62592,Doedox 200mg Tablet
62593,Daczim LB 200mg Tablet
62594,Doror 500mg Injection
62595,Defcon 50mg/325mg Tablet
62596,Dulotix 40mg Tablet
62597,Depapod 200mg Tablet DT
62598,Daczim LB 200mg Tablet
62599,Duct 200mg Tablet
62600,Defmet G 2mg/500mg Tablet
62601,Drowon MF 80mg/250mg Tablet
62602,Diclonist SP 50mg/325mg/10mg Tablet
62603,Decdol 25mg Injection
62604,Defta-S Tablet
62605,Dommel MT 10mg Tablet
62606,Dikvin S 50mg/325mg/15mg Tablet
62607,Drobel-MF Tablet
62608,Deflozer 6mg Tablet
62609,Discern 750 OD Tablet SR
62610,Dublace SP 100 mg/500 mg/15 mg Tablet
62611,Dalcert A 40mg/2.5mg Tablet
62612,Decajoy 50mg Injection
62613,Defzamick 6mg Tablet
62614,Deforal Oral Suspension
62615,Dropas-M Tablet
62616,Declovil-AQ Injection
62617,Demoxin CV 1000 mg/200 mg Injection
62618,Dazket 2% Soap
62619,Diotex P 50mg/325mg Tablet
62620,Drotax 40mg Injection
62621,Dranzen 5mg Tablet
62622,Dromk D 80mg/250mg Tablet
62623,Daltrex 300mg Capsule
62624,Dicomaxx 75mg Injection
62625,Dotken MF 80mg/250mg Tablet
62626,Dicase 50mg/10mg Tablet
62627,Dropas-M Tablet
62628,Domper 5mg Tablet DT
62629,Dicmol MR 250mg/50mg/325mg Tablet
62630,Doxorub 10mg Injection
62631,Dyazide 500mg Injection
62632,Dobucare 12.5mg Injection
62633,Dyspan 40 Tablet
62634,Drapan DSR Capsule
62635,Difisal 50mg Tablet
62636,Dobion 250mg Injection
62637,Dim 5mg/250mg Capsule
62638,Deskasis Tablet
62639,Dex CP Expectorant
62640,Dexozest 2mg Tablet
62641,Dicsip-SP Tablet
62642,Dixaid MR 250mg/50mg/325mg Tablet
62643,Denflox 400mg Tablet
62644,Dornem 500mg Injection
62645,Deltacef 200mg Tablet
62646,Dolwell T 37.5mg/325mg Tablet
62647,Dorman P 80mg/250mg Tablet
62648,Defkris 6mg Tablet
62649,Difital 50mg/650mg Tablet
62650,Derazo 20mg Tablet
62651,Dimolin MT 50mg/200mg/300mg Tablet
62652,Defna 30 Tablet
62653,D Cox AM Syrup
62654,Drobaksh M 80mg/250mg Tablet
62655,DavaIndia Losartan+Amlodipine 50mg/5mg Tablet
62656,Dracef OZ 200mg/500mg Tablet
62657,Defkris 6mg Tablet
62658,Derazo 20mg Tablet
62659,Defna 30 Tablet
62660,Dimolin MT 50mg/200mg/300mg Tablet
62661,Dothidep 150mg Tablet
62662,Dikpact Plus Tablet
62663,Dynacil Plus 125mg/125mg Injection
62664,Diclomate SP 50mg/325mg/10mg Tablet
62665,Dakpan-DSR Capsule
62666,Daoryl 1mg Capsule
62667,Daxpan D 30mg/40mg Capsule SR
62668,Dexacron Eye Drop
62669,Downpain P 50mg/500mg Tablet
62670,Domezol 10mg/20mg Tablet
62671,D Cox AM Syrup
62672,Drobaksh M 80mg/250mg Tablet
62673,Demcort 6 Tablet
62674,Defclav LB 500mg/125mg/5Billion Spores Tablet
62675,Daclakem 60mg Tablet
62676,Deczole 40mg Tablet
62677,Dnote 25 Injection
62678,Deconix 50mg Injection
62679,Declan SP 50mg/325mg/15mg Tablet
62680,Disolin Plus Syrup
62681,DavaIndia Losartan+Amlodipine 50mg/5mg Tablet
62682,Dicnix Cream
62683,Diacemin-D 50mg/750mg Tablet
62684,Depeo M 80mg Injection
62685,Domnex O 10mg/20mg Capsule
62686,Depeo M 80mg Injection
62687,Dupanto Plus 10mg/40mg Tablet
62688,Diclan SP Tablet
62689,Divapan 40mg Tablet
62690,Deesolone 1000mg Injection
62691,Detron Syrup
62692,Demo 20mg Capsule
62693,Depcure 20mg Capsule
62694,Dipnate Cream
62695,Dakmol-D Tablet
62696,Dramox 0.5% Eye Drop
62697,Din P 10mg/40mg Capsule
62698,Domiv O 10mg/20mg Capsule
62699,Daz Plus 0.25mg/20mg Tablet
62700,Dipi AT 5mg/50mg Tablet
62701,Dufix LB 200mg Tablet
62702,Depox CV 200mg/125mg Tablet
62703,Dikin 50mg/10mg Tablet
62704,Diorob Plus 20 mg/150 mg Tablet
62705,Ddox 50 Dry Syrup
62706,Dmfix 100mg Tablet
62707,Diasdac IV 1000mg Infusion
62708,Docel 20mg Injection
62709,Duomox 200 mg/28.5 mg Dry Syrup
62710,Delnim-P 100mg/500mg Tablet
62711,Ditocort 6mg Tablet
62712,Diprox 20mg Tablet
62713,Drovent-MF Tablet
62714,Dincit M Syrup
62715,Dencerin Plus 50mg/750mg Tablet
62716,Drofeal DM Tablet
62717,Dentron 2mg Injection
62718,Drovit 40mg Injection
62719,Domperon Paed 1mg/ml Drop
62720,Duomorphic 1mg/500mg Tablet
62721,Denzorab-DSR Capsule
62722,DICLOX LB TABLET
62723,Dotix M 80mg/250mg Tablet
62724,Diczom XL 50mg/325mg Tablet
62725,Diclogic-MR Tablet
62726,Dragab 300mg/500mcg Tablet
62727,Dee Plus 50mg/500mg Tablet
62728,Delnim-P 100mg/500mg Tablet
62729,Diprox 20mg Tablet
62730,Duomox 200 mg/28.5 mg Dry Syrup
62731,Dikin 50mg/10mg Tablet
62732,Discern 1000 OD Tablet SR
62733,Diorob Plus 20 mg/150 mg Tablet
62734,Defzona 30mg Tablet
62735,Dimas MR 250mg/50mg/325mg Tablet
62736,Dencerin Plus 50mg/750mg Tablet
62737,Drotarin Injection
62738,Dincit M Syrup
62739,Diclop M 250mg/50mg/325mg Tablet
62740,Dramol Infusion
62741,Dixcy-MR Tablet
62742,Doxyvibe-B6 Tablet
62743,D Tron 2mg Oral Drops
62744,Donnagyl 100 mg/100 mg Syrup
62745,DM Syrup
62746,Donnagyl 100 mg/100 mg Syrup
62747,Divalin OD   1000mg Tablet
62748,Dolzac P 500 mg/50 mg Tablet
62749,Durastat EZ 10mg/10mg Tablet
62750,Dicnos-MR Tablet
62751,Dermifree 2% Soap
62752,Disezol 40 Tablet
62753,D Pod 100mg Tablet
62754,Delonix-SP Tablet
62755,Dronim Tablet
62756,Dawcef O 250mg Tablet
62757,Dspas 80mg/250mg Tablet
62758,Decazor 50 Injection
62759,Dompac 10mg/500mg Tablet
62760,DavaIndia Isosorbide Mononitrate 10mg Tablet
62761,Declin 25mg Injection
62762,Domizol DS 10mg/20mg Capsule
62763,Diarlop CT 500 mg/600 mg Tablet
62764,DV Cifi 200mg Tablet
62765,Dilozol C 12.5mg Suspension
62766,Deflocare 30mg Tablet
62767,Dbull SP 50mg/10mg Tablet
62768,Defagem 6mg/5ml Suspension
62769,Diplocef 100mg Tablet
62770,Dureep 20mg Capsule
62771,Dalwofen Forte Tablet
62772,Drovir 40mg Injection
62773,Drudrol 125mg Injection
62774,Defrot 6mg Tablet
62775,Dazmont F 10mg/120mg Tablet
62776,Defire DSR Tablet
62777,Decarid 25mg Injection
62778,Dec 50mg Injection
62779,Decolone 50mg Injection
62780,Dawclav 500mg/125mg Tablet
62781,Dizorab 20mg Injection
62782,Delexit S 0.5mg/10mg Tablet
62783,Dopi-M Ointment
62784,Defleo 6mg Tablet
62785,Dolobest 200mg Tablet SR
62786,Dorcet Tablet
62787,Diclom Forte Injection
62788,Dencold Oral Suspension
62789,Dicloder 50mg/10mg Tablet
62790,Diclorix MR 250mg/50mg/325mg Tablet
62791,Dcet M 5mg/10mg Tablet
62792,Dentoflam-SP Tablet
62793,Dilevocet Plus Tablet
62794,Divinim 100mg Tablet MD
62795,Diracure 400mg Tablet
62796,Disy-OZ Tablet
62797,Dracuff LS Syrup
62798,Domaspas Tablet
62799,Delto 0.5mg Tablet
62800,Dulocin 20mg Tablet
62801,Dicef Forte  1.5gm Injection
62802,Doxivin-CV Dry Syrup
62803,Doxohope 20mg Injection
62804,Dolofan 20mg Injection
62805,Drocef 250mg Tablet
62806,Dompus 10mg Tablet
62807,Dibet N Cream
62808,Dclav 500mg/125mg Capsule
62809,D Lit M 5mg/10mg Tablet
62810,Devaduo Gel
62811,Doxlance-DS Dry Syrup Mango
62812,Diseflox-CF 200 Tablet
62813,Dvlyf XR 250 Tablet
62814,Dracold Syrup
62815,Dicet Plus 50 mg/500 mg Tablet
62816,Durogest 200mg Capsule
62817,Domvent ST Syrup
62818,Dzire SP 100mg/325mg/15mg Tablet
62819,Defzo Suspension
62820,Dotek-MF Tablet
62821,Domden 10mg Tablet MD
62822,Defladal Tablet
62823,Drotik-MF Tablet
62824,Dibol LD 75mg/18.75mg Tablet
62825,Dicmol 100mg Injection
62826,Deflamus 6mg Tablet
62827,D Sone 4mg Injection
62828,Docezap 80mg Injection
62829,Dicser Plus 50 mg/500 mg/10 mg Tablet
62830,Datrone 4mg Tablet
62831,Dramik 500 Injection
62832,Dothiwel 25mg Tablet
62833,Derminor NM Cream
62834,Diclofed-MR Tablet
62835,Defnixa 6mg Tablet
62836,Decotric 50mg Injection
62837,Docetrust 20 Injection
62838,Domfast 10mg Tablet DT
62839,Dazy 500mg Tablet
62840,Diascan M 80mg/500mg Tablet
62841,Doff 200mg Tablet
62842,Decapowerbolin 100mg Injection
62843,Demef P Syrup
62844,Dethro Oral Suspension
62845,Dazxol 0.5mg Tablet
62846,Defurox 250mg Tablet
62847,Droxycon 250mg Tablet DT
62848,Dioglip S 1mg/500mg Tablet
62849,Damclid 600 Injection
62850,Doroflox Plus Ear Drop
62851,Dicana S 50mg/10mg Tablet
62852,Diczen S 50mg/10mg Tablet
62853,Docefrez 80mg Injection
62854,Dynadol Aqua 75mg Injection
62855,DP SR Fast Tablet
62856,Divacel Lubricant
62857,Decavillin 25mg Injection
62858,Dolosac-TRP 325mg/37.5mg Tablet
62859,Domedon 10mg Tablet MD
62860,Den Butol 800mg Tablet
62861,Dolib 12.5mg Tablet
62862,D-Nova Topical Gel
62863,Doroxim 250mg Tablet
62864,Dicnak O 50mg/10mg Tablet
62865,Dolark P 37.5mg/325mg Tablet
62866,Decavillin 25mg Injection
62867,Dolib 12.5mg Tablet
62868,Dazpod 50 Dry Syrup
62869,Doxijab CV 200mg/125mg Tablet
62870,Danatrim 800mg/160mg Tablet
62871,Disocef CV 200mg/125mg Tablet
62872,Dutchcofx Syrup
62873,Dortel D 10mg/20mg Tablet
62874,Dotburg 80mg Tablet
62875,Dikolak S Tablet
62876,Drofamic 80mg/250mg Tablet
62877,Dolobest OD 200mg Tablet
62878,Dicky Plus CX Tablet
62879,D-Clic 40mg Tablet
62880,Difex-KP Tablet
62881,Dic 100mg Tablet SR
62882,Diclovijx-MR Tablet
62883,Duoclox 125 mg/125 mg Dry Syrup
62884,Dazdor 2% Eye Drop
62885,Dolynex Tablet
62886,Dulicon 1% Cream
62887,Dep 75mg Tablet
62888,Depcold CZ Tablet
62889,DavaIndia Aceclofenac 200mg Tablet SR
62890,Drosy 40mg Tablet
62891,Defbid 6mg Tablet
62892,Diclan S 50mg/10mg Tablet
62893,Diclove P 50mg/325mg Tablet
62894,Deflavell 6mg Tablet
62895,Dotclav 500mg/125mg Tablet
62896,Drots MF 80mg/250mg Tablet
62897,Defcoza 6 Tablet
62898,Deflavell 6mg Tablet
62899,Dic 100mg Tablet SR
62900,Diclovijx-MR Tablet
62901,Dikvin 50mg/325mg Tablet
62902,Duoclox 125 mg/125 mg Dry Syrup
62903,Deza 30mg Tablet
62904,Dalvocet 5mg Tablet
62905,Durogest 200 Injection
62906,Dipmol SP Tablet
62907,Defsure 1mg Tablet
62908,D Dec MR 250mg/50mg/325mg Tablet
62909,Durasam Tablet
62910,Dolosac-P 25mg/75mg Injection
62911,Drofos M 80mg/250mg Tablet
62912,Dcerin 50mg Capsule
62913,Deslafax 100mg Tablet
62914,Domkop 10mg Tablet
62915,Dial Plus 750mg/50mg/250mg Capsule
62916,Dokim CV 200mg/125mg Tablet
62917,Delotril 1mg Tablet MD
62918,D Lit M Syrup Strawberry
62919,D Lit 5mg Tablet
62920,Diclocan Injection
62921,Durazipam-Plus Tablet
62922,DQ 50mg Tablet
62923,Duram Plus 0.5mg/10mg Tablet
62924,Didol Injection
62925,Domray MD 10mg Tablet
62926,Dumcef S 1000mg/500mg Injection
62927,Dalxon S 1000mg/500mg Injection
62928,Desipime 1000mg Injection
62929,Delpocure 50mg Tablet DT
62930,D Pod 200mg Tablet
62931,Dinor 100mg Tablet
62932,Dalmol D 10mg/325mg Tablet
62933,Dorinip 500 Injection
62934,Dicmak 50mg/325mg Tablet
62935,Drobid-M Tablet
62936,Dsc Injection
62937,Depnsaid Tablet
62938,Dpanta 40mg Injection
62939,Dolxor 650mg Tablet
62940,Dfs 30mg Tablet
62941,Devacid Plus Oral Suspension
62942,D O Zol 20mg Capsule
62943,Dobutrust 250mg Injection
62944,Decapride 50mg Injection
62945,Doralon 4mg Tablet
62946,Domitab P  Tablet
62947,Diplena-P Tablet
62948,Demtel-AM 40mg/5mg Tablet
62949,Dumox 1000 mg/200 mg Injection
62950,Diclozit-P Tablet
62951,Dicmoxy 250mg/250mg Capsule
62952,Datcobal Injection
62953,Disecof Syrup
62954,Derot A 80mg/100mg Tablet
62955,Dotace 5 Tablet
62956,Diclovive Tablet
62957,Dolxor 650mg Tablet
62958,Diazox Aqua 25mg/75mg Injection
62959,Doxoder 400mg Tablet
62960,Dpanta 40mg Injection
62961,Dfs 30mg Tablet
62962,Drotumm MF Tablet
62963,Devacid Plus Oral Suspension
62964,D O Zol 20mg Capsule
62965,Dobutrust 250mg Injection
62966,Dsc Injection
62967,Depnsaid Tablet
62968,Doralon 4mg Tablet
62969,Decapride 50mg Injection
62970,Dicmak 50mg/325mg Tablet
62971,Depgesic MR 250mg/50mg/325mg Tablet
62972,Dramol-MF Oral Suspension
62973,DUBAGEST 100 MG INJECTION
62974,Drosier M 80mg/250mg Tablet
62975,D Dec Plus 50mg/325mg Tablet
62976,Deburrow 5% Lotion
62977,Diatin Syrup
62978,Divahair Shampoo
62979,Diroxime 500mg Tablet
62980,Dipra 0.5mg Tablet
62981,Daze DP 50mg/325mg/15mg Tablet
62982,Dexarain 4mg Injection
62983,Duloviz 30mg Tablet
62984,Dupent L 75mg/40mg Tablet SR
62985,Dromind M 80mg/250mg Tablet
62986,Dupent L 75mg/40mg Tablet SR
62987,Domal CZ 15mg/20mg Tablet
62988,Dezole MF Syrup
62989,Dorthist 16mg Tablet
62990,Doropod CV 200mg/125mg Tablet
62991,Doncef 1000mg Injection
62992,Dompital 10mg Suspension
62993,Dromod MF 80mg/250mg Tablet
62994,Deblo 200mg Tablet
62995,Dibiglim MF 2mg/500mg Tablet
62996,Diarol 100 mg/100 mg Capsule
62997,Dazdolac 600mg Tablet ER
62998,Debidip 500mg Tablet SR
62999,Diclonac-AQ Injection
63000,Diloz DSR 30 mg/20 mg Tablet
63001,Dexobet 4mg Injection
63002,Dolorgesic SP 100mg/325mg/15mg Tablet
63003,Dicloneed Injection
63004,Diknez S 50mg/10mg Tablet
63005,Dilzex 60mg Tablet
63006,Delceta 250mg/5ml Syrup
63007,Drowsinil M 10mg/120mg Tablet
63008,Decostin 250mg Oral Suspension
63009,Dersy 50mg/10mg Tablet
63010,Dicloboon SP 50mg/325mg/10mg Tablet
63011,Defzy 6 Tablet
63012,Dynaguard Syrup
63013,Dslog MR 250mg/50mg/325mg Tablet
63014,Dulpride 200mg Tablet
63015,Dexsup Syrup
63016,Dicloboon SP 50mg/325mg/10mg Tablet
63017,Diclonac-AQ Injection
63018,Deflohit 6mg Tablet
