,name,
30081,Bipi AH 40mg/5mg/12.5mg Tablet,
30082,Blazex 40mg Injection,
30083,Byclav 500mg/125mg Tablet,
30084,Breetel Forte Tablet,
30085,Blupam 20mg Tablet,
30086,Biklin 100mg Injection,
30087,Brinimo 100mg Tablet,
30088,Beclozan GC Ointment,
30089,BC Clav Syrup,
30090,Belrica CV 200mg/125mg Tablet,
30091,Brenkof-P Syrup,
30092,Bestquin 500mg Tablet,
30093,Bactoshine Fourt Injection,
30094,BAZOSTAR 100 MG TABLET,
30095,Basicef 250mg Injection,
30096,Brinim-P Tablet,
30097,Bendaz Suspension,
30098,Bitcin 500mg Injection,
30099,Banshel Tablet,
30100,Betadom P 10mg/500mg Tablet,
30101,BILACTAM FORTE 250MG/250MG CAPSULE,
30102,Bruquin 300mg Tablet,
30103,Bisoflox OZ 200mg/500mg Tablet,
30104,Biogaba 300mg/500mcg/100mg Tablet,
30105,Betsonir N Cream,
30106,Bionate 50mg Injection,
30107,Blupam FP 0.5mg/10mg Tablet,
30108,Blazcort 30mg Tablet,
30109,Benwin 200mg Syrup,
30110,Byescab 5% Lotion,
30111,Betamlo 10mg Tablet,
30112,Beclin 300mg Injection,
30113,Biovix Oral Suspension,
30114,Brufit 90mg/48mg/100mg Tablet,
30115,Bromox 125mg Tablet,
30116,Bpsartan 20mg Tablet,
30117,Btlene Syrup,
30118,Blofen 50mg/500mg Tablet,
30119,Blag 150mg Injection,
30120,Blumef Spas 10mg/250mg Tablet,
30121,Begenta 40mg Injection,
30122,Btlene Syrup,
30123,Bilclav 200 mg/28.5 mg Tablet DT,
30124,Beniq-T 4mg/40mg Tablet,
30125,Bardol 100mg Injection,
30126,Blancid 20mg Tablet,
30127,Bacocef-S Injection,
30128,Berycold Syrup,
30129,Bioixi 200mg Tablet DT,
30130,Biotrax 1000mg Injection,
30131,Biotrix-S 1.5gm Injection,
30132,Blendo Injection,
30133,Birtrex XR 50 Tablet,
30134,Breflox 200mg Tablet,
30135,Blumef Spas 10mg/250mg Tablet,
30136,α-Bert 150 Injection,
30137,Biobol 25mg Injection,
30138,Blupam 5mg Tablet,
30139,Betagesic K 10mg Tablet DT,
30140,BEZIP 0.4 MG CAPSULE,
30141,Begenta 40mg Injection,
30142,Bigan P 15 mg/500 mg Tablet,
30143,Bencare 400mg Tablet,
30144,Beepanto DSR Capsule,
30145,Biofex 180mg Tablet,
30146,Bamptrone Oral Solution,
30147,Beecob P 750mcg/75mg Capsule,
30148,Bactorax 200mg Tablet,
30149,Burdy 5mg Tablet,
30150,Blanim AP 100mg/500mg Tablet,
30151,Biomoxil Kid 125mg Tablet,
30152,Bactorax 200mg Tablet,
30153,Biomoxil 125mg Syrup,
30154,Biolizo 600mg Tablet,
30155,Banscab 5% Lotion,
30156,Bestonim Suspension,
30157,Beepril 5mg Tablet,
30158,Bacocef-S Injection,
30159,Bactzone 1g Injection,
30160,Banin 100mg Tablet,
30161,Biomoxi K Eye Drop,
30162,Bocef O 200mg/200mg Tablet,
30163,Betaspas AD 80mg/100mg Tablet,
30164,Brexic 40mg Capsule,
30165,Brohit 0.09% Eye Drop,
30166,Booncold P Syrup,
30167,Burn O Relief Cream,
30168,Belka 100mg Injection,
30169,Betaspore 125mg Dry Syrup,
30170,Beclomis Cream,
30171,Bit-Clox 250mg/250mg Injection,
30172,Bacpiper 4000 mg/500 mg Injection,
30173,Brofar-LC Tablet SR,
30174,Bectwell 250mg Tablet,
30175,Breaze 5mg Tablet,
30176,Baserin GM Tablet,
30177,Btquin 200mg Tablet,
30178,Blocid DM 10mg/20mg Tablet,
30179,Benket 10mg Tablet,
30180,Brivissa 75mg Tablet,
30181,Balben Plus 6mg/400mg Tablet,
30182,Beeclav Dry Syrup,
30183,Biokalm 1mg Tablet,
30184,Befozon 1gm Injection,
30185,Bedoxim Syrup,
30186,Bactopace 250mg Injection,
30187,Baxim-LB 100 Tablet,
30188,Besixime-O Tablet,
30189,Btcef OLS 200mg/200mg Tablet,
30190,Blox DC 250mg/250mg Capsule,
30191,Bikomin 1500mcg Injection,
30192,Biohepta T Syrup,
30193,Bptan AM 40mg/5mg Tablet,
30194,Bettor Forte Tablet,
30195,Befuro 250mg Tablet,
30196,Becaap Ear Drop,
30197,Benzi 250mg Tablet,
30198,Bionozia S 0.65% Nasal Drops,
30199,Betafyllin M 400mg/10mg Tablet SR,
30200,Bygocef 50mg Syrup,
30201,Bioceft 1000mg Injection,
30202,Beram 2.5mg Tablet,
30203,Brexrab 20 Tablet,
30204,Btmox LB 500mg Capsule,
30205,Benodik S 50mg/10mg Tablet,
30206,Brox-P Syrup Sugar Free,
30207,Bitob 80mg Injection,
30208,Brolanz 5mg Tablet MD,
30209,Bactiazi Suspension,
30210,Boonkuf AM Syrup,
30211,Blocin 500mg Injection,
30212,Blocin 500mg Injection,
30213,Bpace 10mg Tablet,
30214,Biogyl M Forte 120 mg/125 mg Syrup,
30215,Benpot 40 Tablet,
30216,B-KOF Expectorant,
30217,Biprab 40mg Injection,
30218,Bify 8mg Tablet,
30219,Barcefo 500mg/500mg Injection,
30220,Brunopod 200mg Tablet,
30221,Berymol Syrup,
30222,Beryfit-AZ Tablet,
30223,Bpodox 50mg Tablet DT,
30224,Befotrik 250mg Injection,
30225,Buceff 100mg Tablet DT,
30226,Burab D 30mg/20mg Capsule SR,
30227,Baromez D 10mg/20mg Capsule,
30228,Betadus 8mg Tablet,
30229,Bgmol TH 100mg/4mg Tablet,
30230,Bactiout 200mg Tablet,
30231,Barofol 2500mcg Injection,
30232,Brotasin Syrup,
30233,Bactof 400mg Tablet,
30234,Bromila AT Syrup,
30235,Bonobol 25mg Injection,
30236,Biohepta-T Oral Drops,
30237,Bonumrab-SL Capsule SR,
30238,Brodclav 125mg/25mg Injection,
30239,Bio Clav 1000mg/200mg Injection,
30240,Bakolip 5mg Tablet,
30241,Bonepower 50mg/750mg/250mg Tablet,
30242,Bestcort 6mg Oral Suspension,
30243,Bitof 50mg Oral Suspension,
30244,Blemon L 5mg/10mg Tablet,
30245,Btcephal 500mg Capsule,
30246,Benbar 250mg Tablet,
30247,BIRYTH 50 MG TABLET,
30248,Brodclav 500mg/100mg Injection,
30249,Bioran Ace 100mg/325mg Tablet,
30250,Bioprox Oral Suspension,
30251,Betorist 24 mg Tablet,
30252,Binicipro 500mg Tablet,
30253,Bros Expectorant,
30254,Biolar 2mg Tablet,
30255,Belrica AZ 200mg/250mg Tablet,
30256,Biopod Dry Syrup,
30257,Bronfix LB Oral Suspension Orange,
30258,Baz TZ 1000mg/125mg Injection,
30259,Bioceftrix-S 1.5 Injection,
30260,Basetel AM 40mg/5mg Tablet,
30261,Blubact O 200mg/200mg Tablet,
30262,Bentiz KP 50mg/325mg/2mg Tablet,
30263,Bgmont-LC Tablet,
30264,Bpace 2.5mg Tablet,
30265,Blemox CV LB 500mg/125mg Tablet,
30266,Brogest 200mg Injection,
30267,Brotzu 125mg Syrup,
30268,BRISTOKACIN 1000 MG INJECTION,
30269,Btfex 120mg Tablet,
30270,Bplus Mont Syrup,
30271,Benzoclav 250 mg/125 mg Tablet,
30272,Blp Zole 40mg Tablet,
30273,Bplus Mont Syrup,
30274,BPMET XL  TABLET 25 MG,
30275,Bepagesic 100mg/500mg Tablet,
30276,Blazex D 10mg/40mg Tablet,
30277,Bpgest 3D Tablet,
30278,Bilif 15mg Tablet,
30279,Blancid-D Capsule,
30280,Bioprox 200mg Tablet,
30281,Bemet-G 2mg/500mg Tablet,
30282,Bininorflox 400mg Tablet,
30283,Bronyl Syrup,
30284,Borac Syrup,
30285,Baret L 5mg Tablet,
30286,Bacocef 250 Injection,
30287,Benalop Ivm Oral Suspension,
30288,Bipnolol D 2.5mg/20mg Tablet,
30289,Betcef O 200mg/200mg Tablet,
30290,Bactolev OZ Oral Suspension,
30291,Bap-D SR 30mg/40mg Capsule,
30292,Bruflox 0.3% Eye Drop,
30293,Bglone 50mg Injection,
30294,Brexic 20mg Injection,
30295,BILACTAM FORTE 125MG/125MG INJECTION,
30296,B Dec 25mg Injection,
30297,Benoking 1000 mg/500 mg Injection,
30298,Britvog M 500mg/0.3mg Tablet,
30299,Bactamik 500 Injection,
30300,Beta Amlol 5 mg/50 mg Tablet,
30301,Belnoquin Cream,
30302,Brmef DS Syrup,
30303,Britvog M 500mg/0.3mg Tablet,
30304,Blazo-OZ 200mg/500mg Tablet,
30305,Bistrorab L 75mg/20mg Capsule,
30306,Bazero 40mg Injection,
30307,Bglone 50mg Injection,
30308,Bap-D SR 30mg/40mg Capsule,
30309,B Dec 25mg Injection,
30310,Brodcin 500mg Injection,
30311,Bioglita 15mg Tablet,
30312,Bgpar-MDS Oral Suspension,
30313,Bhalexin 250mg Tablet DT,
30314,Brenac P 100mg/325mg Tablet,
30315,Betafyllin A 400mg/30mg Tablet,
30316,Bendiflam P 100mg/325mg Tablet,
30317,Betaprime 25mg Tablet PR,
30318,Burit 20mg Capsule,
30319,Betapred 4mg Tablet,
30320,Bonbid 60000IU Injection,
30321,Bendiff 400mg Tablet,
30322,Baxofin OZ 200mg/500mg Tablet,
30323,Barslide P 100mg/325mg Tablet,
30324,Belther-LF Tablet,
30325,Bowlrlf 5mg Syrup,
30326,Bptan 80mg Tablet,
30327,Betaround 8mg Tablet,
30328,Bpther 50mg Tablet,
30329,Besartan H 40mg/12.5mg Tablet,
30330,Bestoflox TZ 200 mg/300 mg Tablet,
30331,Belrest 10mg/1mg Tablet,
30332,Belrest 10mg/1mg Tablet,
30333,Biobidan D 50mg/10mg Tablet,
30334,Bectolox 250mg/250mg Capsule,
30335,B Pod 100mg Tablet,
30336,Bropod 50mg Dry Syrup,
30337,Bio Zolam 0.25mg Tablet,
30338,Baxizid 250mg Injection,
30339,Benlevo AZ 250mg/250mg Tablet,
30340,Baroxime 100mg Tablet DT,
30341,Barofloxa OZ Suspension,
30342,Bioprim 400mg/80mg Tablet,
30343,Burpease D 30mg/40mg Capsule SR,
30344,Barsucro 100mg Injection,
30345,Bramil 2.5mg Tablet,
30346,Bendiflox-M Oral Suspension Mango,
30347,B-Easy Nasal Drops,
30348,B-Cet M Syrup,
30349,Babygest 200mg Injection,
30350,Blunim Spas 10mg/100mg Tablet,
30351,Baclofit 10 Tablet,
30352,Besartan A 40mg/5mg Tablet,
30353,Bepride 2mg Tablet,
30354,Brupa Plus Tablet,
30355,Bizen 1000mg Tablet,
30356,Bitol 800mg Tablet,
30357,Browin JUN Expectorant,
30358,Biolone-DT Tablet,
30359,Bepone D 10mg/20mg Tablet,
30360,Bestpime 250mg Injection,
30361,Boldnac SP Tablet,
30362,Bioixi-O Tablet,
30363,Boldnac SP Tablet,
30364,Bellocef O 200mg/200mg Tablet,
30365,Biolone 4mg Tablet,
30366,Bevodec 50mg Injection,
30367,Bituflox 100mg Tablet,
30368,Bulcillin 250mg Capsule,
30369,Bojum Injection,
30370,Bactipime 250mg Injection,
30371,Bromila AT Syrup,
30372,BC Mox 250mg Capsule,
30373,Bactor TZ 500mg/600mg Tablet,
30374,Bowelac 3.325gm Syrup,
30375,BETAFIT AM  TABLET 5 MG/25 MG,
30376,Betazom 40mg Injection,
30377,Beefate O Syrup,
30378,Btdec 25mg Injection,
30379,Brolanz 7.5mg Tablet MD,
30380,Betadif 8mg Tablet,
30381,Becyp 4mg Tablet,
30382,Benycold 5mg/325mg/5mg Tablet,
30383,Berostar 100mg Capsule,
30384,Bittaz 4000mg/500mg Injection,
30385,Barec-AC Capsule SR,
30386,Benzoxel 80 Injection,
30387,Bigpar 100mg/325mg Tablet,
30388,Betguard Ointment,
30389,Btfex M 10mg/120mg Tablet,
30390,Bromila-LS Syrup,
30391,Bricol 80mg Injection,
30392,Bromila-LS Syrup,
30393,Benodik Plus 50mg/325mg Tablet,
30394,Bricol 80mg Injection,
30395,Btfex M 10mg/120mg Tablet,
30396,Bendtus 400mg Tablet,
30397,Belfa 0.25mg/20mg Tablet,
30398,Bonaxil 250mg Tablet,
30399,Brenkof-D Syrup,
30400,B Pam 0.25mg Tablet,
30401,Binamed OZ Cream,
30402,Bacocef 500 Injection,
30403,Buldef 6mg Syrup,
30404,Becefcare 1gm Injection,
30405,Beecefo DS Dry Syrup,
30406,Barrio Oral Suspension,
30407,Bocef 100mg Tablet,
30408,Bromila-LS Syrup,
30409,Benlevo 750mg Tablet,
30410,Barec IT 20mg/150mg Capsule,
30411,Bi Art 60mg Injection,
30412,Btwelv GP 300mg/500mcg Capsule,
30413,Bleebar 500mg Tablet,
30414,Bonclox Kid 125mg/125mg/60Million spores Tablet,
30415,Blacin 400mg Tablet,
30416,Bomcold Syrup,
30417,Bluclav Forte Dry Syrup,
30418,Bace P 100mg/325mg Tablet,
30419,Bterb 250mg Tablet,
30420,Biobend I 6mg/400mg Tablet,
30421,Breethe L Kid 2.5mg/4mg Tablet DT,
30422,Btcid 20mg Capsule,
30423,Barodom 10mg/20mg Capsule,
30424,Beka 25mg Injection,
30425,Bgclav 625 Tablet,
30426,Blastolem 50mg Injection,
30427,Bonsartan H 40mg/12.5mg Tablet,
30428,Benamont 5mg Tablet,
30429,BILACTAM 125MG/125MG SYRUP,
30430,Balanse 8mg Tablet,
30431,Betazide 80mg Tablet,
30432,Bactpar 650mg Tablet,
30433,Beetoc 200mg Tablet,
30434,Bemet-G 1mg/500mg Tablet,
30435,Biofal 150mg Injection,
30436,Biosox 40mg Tablet SR,
30437,Biobend 400mg Tablet,
30438,Bugderm Cream,
30439,Brosuv F 160mg/10mg Tablet,
30440,Bepan 40mg Injection,
30441,Bixith-P Tablet,
30442,Biopod 100mg Tablet,
30443,Bencef-SB 750 Injection,
30444,Belzid T 250mg/31.25mg Injection,
30445,Biosartan 25mg Tablet,
30446,Benoking 500 mg/250 mg Injection,
30447,Bldox 200 Tablet DT,
30448,Baczo S 1000mg/500mg Injection,
30449,Benzo ET 0.5mg/10mg Tablet,
30450,Brtasten 8mg Tablet,
30451,Betacyon 16mg Tablet,
30452,Betacyon 16mg Tablet,
30453,Beve 250mg Tablet,
30454,Benzo ET 0.5mg/10mg Tablet,
30455,Brtasten 8mg Tablet,
30456,Bizo IT 20mg/150mg Tablet,
30457,Bptan Amh 40mg/5mg/12.5mg Tablet,
30458,Bhadec 25mg Injection,
30459,Btfol DP 10mg/10mg/1.5mg Tablet,
30460,Btquin OZ 200mg/500mg Tablet,
30461,Betazole Oral Suspension,
30462,Betagesic ET 60mg/4mg Tablet,
30463,Blufen P Syrup,
30464,Bioril 5mg Tablet,
30465,Betalose Oral Suspension,
30466,Brodclav 200mg/28mg Tablet,
30467,Bclav 250mg/125mg Tablet,
30468,Betab-D Tablet,
30469,Bid Kid 125mg Tablet,
30470,Bramadol 100mg Injection,
30471,Burin 300mg Tablet,
30472,BAZ 250mg Tablet,
30473,Baret-DH Syrup,
30474,Betapar 4mg Injection,
30475,Baymol 200 SR Tablet,
30476,Bipnolol Plus 40mg/10mg Tablet SR,
30477,Bioceftrix 1000mg Injection,
30478,Basicef S 1000mg/500mg Injection,
30479,Bitoz TZ 250mg/31.25mg Injection,
30480,Bbcef 1000mg Injection,
30481,Betazole RD 30mg/20mg Capsule SR,
30482,Banhelmin 200mg Suspension,
30483,Bluclav 250mg/125mg Tablet,
30484,Betazom 8mg Tablet DT,
30485,Bistropan D 10mg/40mg Tablet,
30486,Btcin 500mg Injection,
30487,Basetel H 40mg/12.5mg Tablet,
30488,Boonxon 250mg Injection,
30489,Befixime Suspension,
30490,Bitcin 250mg Injection,
30491,Bardo 2mg Syrup,
30492,Bepha 150mg Injection,
30493,Befopan D 10mg/40mg Tablet,
30494,Brikain 250mg Injection,
30495,Benled CG Cream,
30496,Betalaxo Plus Oral Suspension,
30497,Byclav 250mg/125mg Tablet,
30498,Bid 125mg Syrup,
30499,B Pam P 0.5mg/20mg Tablet,
30500,Bactocep 250mg Capsule,
30501,Bacnorm 5mg Oral Drops,
30502,Bacomik 500mg Injection,
30503,Boonxon S 250mg/125mg Injection,
30504,Belfix 50mg Oral Suspension,
30505,Burncef S 500mg/500mg Injection,
30506,Bactoking 1000mg/500mg Injection,
30507,Beecef S 1000mg/500mg Injection,
30508,Bygocef 200mg Tablet,
30509,Bactoking 500mg/250mg Injection,
30510,Biopar 250mg Injection,
30511,Btpod CV 200mg/125mg Tablet,
30512,Bitsotin 16mg Tablet,
30513,Brenac-MR Tablet,
30514,Bactol Kid 125mg Tablet,
30515,Bowelac 3.325gm Syrup,
30516,Bromin D 48mg/90mg/100mg/50mg Tablet,
30517,Bagof OZ 200mg/500mg Tablet,
30518,Bap 40mg Injection,
30519,Bavmol P 50mg/325mg Tablet,
30520,Beldec 25mg Injection,
30521,Bacticef 250mg Injection,
30522,Bioser-D Tablet,
30523,Bonumoflox Tablet,
30524,Brudin-A Syrup Sugar Free,
30525,Bonodec 50mg Injection,
30526,Bitnate 60mg Injection,
30527,Brocoter-A Syrup,
30528,Bio Throx 150mg Tablet,
30529,Beslzine-M Tablet,
30530,Burpease 40mg Injection,
30531,Blocid 20mg Injection,
30532,B-Trac 200 Capsule,
30533,Booncort 6mg Tablet,
30534,B Dril 250mg Tablet,
30535,Bypain S 50mg/15mg Tablet,
30536,Braxgest D Tablet,
30537,Brilivog 0.3 Tablet,
30538,Bromesant Eye Drop,
30539,Biochol 150mg Tablet,
30540,Baybec GM Cream,
30541,Befotrik S 1000mg/500mg Injection,
30542,Burnex 500mg/500mg Injection,
30543,Burlibact T 1000mg/125mg Injection,
30544,Biotrax 250mg Injection,
30545,Burlibact S 1000mg/500mg Injection,
30546,Blepod 50mg Dry Syrup,
30547,Biovent-A Expectorant,
30548,Bioprim 800mg/160mg Tablet,
30549,Bactopace S 1000mg/500mg Injection,
30550,Brocin Suspension,
30551,Btaz 500 Tablet,
30552,Bep 4mg Tablet,
30553,Belther 75mg Injection,
30554,Bipo Life 50mg Tablet,
30555,Bleebar-M 500mg/250mg Tablet,
30556,Betacerin Plus 50mg/750mg/250mg Tablet,
30557,Bioxecam 500mg Injection,
30558,Binflam 100mg/125mg Suspension,
30559,Bitnac P Syrup,
30560,Bentiz k 50mg/2mg Tablet,
30561,Bicerin 50mg Capsule,
30562,Burab L 75mg/20mg Capsule SR,
30563,Bioamika 100mg Injection,
30564,Benpot 40 Injection,
30565,Bibcob 1500mcg Injection,
30566,Bgzol-D Capsule,
30567,Bgmol-P Oral Suspension Delicious Mango,
30568,Bactout 250mg Tablet,
30569,Brotzu 500mg Tablet,
30570,Belfe 20mg Injection,
30571,Biolev 5mg Tablet,
30572,Biovent-A Expectorant,
30573,Bioprim 800mg/160mg Tablet,
30574,Bekacin 500mg Injection,
30575,Bristokacin 500mg Injection,
30576,Broxy 250mg Injection,
30577,Bilclav 875 mg/125 mg Tablet,
30578,Betadeaf 16mg Tablet,
30579,Broxib 90mg Tablet,
30580,Benodik SP 50mg/325mg/15mg Tablet,
30581,Bgclav-LB 625 Tablet,
30582,Bioformin 80mg/500mg Tablet,
30583,Bexim O 100mg Tablet,
30584,Bectocef 500mg/500mg Injection,
30585,Bactrum S 250mg/125mg Injection,
30586,Bekly N Cream,
30587,B Zed 400mg Tablet,
30588,Byeworm 200mg Syrup,
30589,Bronchovin M Syrup,
30590,Betafit 25mg Tablet,
30591,Belka 500mg Injection,
30592,Bidrox Syrup,
30593,Bgpar-M Oral Suspension Mango,
30594,Bitugesic Syrup,
30595,Baxond 4mg Tablet,
30596,Babygest 100 Softgel Capsule,
30597,Bencef CV Dry Syrup,
30598,Benlonac TH 100mg/8mg Tablet,
30599,Btzin 25mg Tablet,
30600,Bactivid TZ 200mg/600mg Tablet,
30601,Betazom M 4mg Tablet,
30602,Bisetron 4mg Injection,
30603,B Saam 200mg Tablet,
30604,Betazom M 4mg Tablet,
30605,Broadiclox LB Kid 125 mg/125 mg/NA Tablet,
30606,Bencef CV Dry Syrup,
30607,Bactivid TZ 200mg/600mg Tablet,
30608,Bampdrot DM 80mg/250mg Tablet,
30609,Bactaz-P 1.125gm Injection,
30610,Broxgo-D Syrup,
30611,Braxclav 500mg/125mg Tablet,
30612,Braxpan D 10mg/40mg Tablet,
30613,Bestriaxon-S 1.5gm Injection,
30614,Bygocef 100mg Tablet,
30615,Bill Cef 1000mg Injection,
30616,Befotrik 1000mg Injection,
30617,Bacocef 1000mg Injection,
30618,Bactopace S 250mg/125mg Injection,
30619,Bolotax S 1000mg/500mg Injection,
30620,Babicetom L Syrup,
30621,Betadac-DC 250mg/250mg Capsule,
30622,BAZ 100mg Tablet,
30623,Bravo Expectorant,
30624,Bekker ORD Oral Suspension,
30625,Budevin F 6mcg/100mcg Divicap,
30626,Biozone S 1000mg/500mg Injection,
30627,Benzax 0.5mg Tablet,
30628,Bekpod 200mg Tablet,
30629,Bldox-AZ 200mg/250mg Tablet,
30630,Bluxone 250mg Injection,
30631,Bcofenac AQ 75mg Injection,
30632,Bitrab 20mg Injection,
30633,Bioclop 75mg Tablet,
30634,Bromucas 100 Capsule,
30635,Bluxone 250mg Injection,
30636,Bldox-AZ 200mg/250mg Tablet,
30637,Balcuf BR Syrup,
30638,Breetel RM 40mg/5mg Tablet,
30639,Blupam 10mg Tablet,
30640,Betagesic SR 1000mg Tablet ER,
30641,Brodclav Dry Syrup,
30642,B Coxi 60mg Tablet,
30643,Bactimox 500mg/500mg Injection,
30644,Blunim SP 100mg/10mg Tablet,
30645,Brumol P 125mg/5ml/5mg/5ml Syrup,
30646,Bactomox 250mg Tablet DT,
30647,Baret L 2.5mg Syrup,
30648,Beautydale Cream,
30649,Brimox 125mg Syrup,
30650,BE MR 60mg/4mg Tablet,
30651,Bactomax D 250mg/250mg Capsule,
30652,Bren Plus 400mg/325mg Tablet,
30653,Brexcef LB 100mg Tablet,
30654,Bacitrob 50mg Tablet,
30655,Bropod O 200mg/200mg Tablet,
30656,Bedoxim 100mg Tablet,
30657,Bbcef S 1000mg/500mg Injection,
30658,Biocep 50mg Dry Syrup,
30659,Brime 200mg Tablet,
30660,Bactofull Forte 2000mg/1000mg Injection,
30661,Bsclav Dry Syrup,
30662,Bolotax 1gm Injection,
30663,Bactofull Forte 2000mg/1000mg Injection,
30664,Bpstat 20mg Tablet,
30665,Besfurox 500mg Tablet,
30666,Biolone 4mg Tablet,
30667,Blenac TH 4mg/100mg/325mg Tablet,
30668,Brenac SP 100mg/325mg/15mg Tablet,
30669,Bsclav Dry Syrup,
30670,Bgnac Injection,
30671,Boldclav Dry Syrup,
30672,Bulitro 500 Tablet,
30673,Brodmi PD Syrup,
30674,Barropar 100mg/325mg Tablet,
30675,Benzoxel 120 Injection,
30676,Bace P 100mg/500mg Tablet,
30677,Btdec 50mg Injection,
30678,Beerabo IR 20mg/150mg Capsule SR,
30679,Bludrox LB 125 mg/30 mg Tablet,
30680,Bulitro 250 Tablet,
30681,Brocin 50mg Tablet,
30682,Biterb 250mg Tablet,
30683,Bhurab D 30mg/20mg Capsule SR,
30684,Bgclav 250mg/125mg Tablet,
30685,Bioprox 100mg Tablet,
30686,Betasav 40mg Capsule TR,
30687,Bar Flamon Tablet,
30688,Betasys 250mg Injection,
30689,Biaxe 250mg Tablet,
30690,Biotrac 750 Tablet,
30691,Bid 250mg Tablet,
30692,Bacozid 1000mg Injection,
30693,Bakzon-S 1500 Injection,
30694,Beecef S 250mg/125mg Injection,
30695,B Cef DS 50mg Dry Syrup,
30696,Bruiser 250mg Injection,
30697,Bacotil 50mg Dry Syrup,
30698,Banin 50mg Tablet DT,
30699,Beepanto D 10mg/40mg Tablet,
30700,Btsunate 60mg Injection,
30701,Byter-AL Tablet,
30702,Brecon 200mg Capsule,
30703,Benzys 200mg Suspension,
30704,Biterles Pead 4 mg/2 mg/5 mg Syrup,
30705,Bluflox OZ Dry Syrup,
30706,Blocin 100mg Injection,
30707,Betayard 16mg Tablet,
30708,Bledec 50mg Injection,
30709,Bioart 60mg Injection,
30710,Bidfree 100mg Suspension,
30711,Blusartan MT 40mg/50mg Tablet XL,
30712,Bdroxil 250mg Tablet,
30713,Btwelv-PG Capsule,
30714,Baxcom 40mg Injection,
30715,Betapram 10mg Tablet,
30716,Bidoxil Syrup,
30717,Betacerin 50mg Capsule,
30718,Broxal LS Syrup,
30719,Beedec 25mg Injection,
30720,Brex S Syrup,
30721,Brosa 400mg Tablet,
30722,Benamont FX 10mg/120mg Chewable Tablet,
30723,Biotol-O 300 Tablet,
30724,Blefen P 50mg/325mg Tablet,
30725,Bgclav 228.5 Oral Suspension,
30726,BLOZZOM 3.75 MG INJECTION,
30727,Beemox 500mg Capsule,
30728,Bemet-P 15mg/500mg Tablet,
30729,Bizen 500mg Tablet,
30730,Bioxon 1000mg Injection,
30731,Brilivog-GM 0.2/2 Tablet SR,
30732,Briclox 250mg/250mg Tablet,
30733,Benoxypod 200 Tablet DT,
30734,Balmeco 2500mcg Injection,
30735,B Penem 500mg Injection,
30736,Beecefo S 1000mg/500mg Injection,
30737,Bactrum T 1000mg/125mg Injection,
30738,Bgnac-SP Tablet,
30739,Bampril 2.5mg Tablet,
30740,Btcef 100mg Tablet,
30741,Biolide 150mg Tablet,
30742,Bettor AM Tablet,
30743,Bacter OZ Suspension,
30744,Brenum 10 mg/40 mg Drop,
30745,Biocilin 250mg Injection,
30746,Betazole PD 30mg/40mg Capsule SR,
30747,Brolanz 10mg Tablet MD,
30748,Bill Cef 250mg Injection,
30749,Bevocef 50 Tablet DT,
30750,Boldnac P 50mg/325mg Tablet,
30751,Bendec Injection,
30752,Bettor AM Tablet,
30753,Bampril 2.5mg Tablet,
30754,Bgnac-SP Tablet,
30755,Brufage 10mg Injection,
30756,Bipir 1200mg Tablet,
30757,Brodtek 250mg Tablet,
30758,Betagesic DP 50mg/325mg Tablet,
30759,Bitpan 40mg Injection,
30760,Bacend 250 Tablet,
30761,Benzo 200mg Syrup,
30762,Betaviv 16 Tablet,
30763,Boostim 250 mg/50 mg Injection,
30764,Barropar CZ 100mg/325mg/250mg Tablet,
30765,Byclav CV Syrup,
30766,Beclospas 10mg/250mg Tablet,
30767,Beglim 3mg Tablet,
30768,Bionim 100mg Tablet MD,
30769,Bolister D 25mg Injection,
30770,BAZ 500mg Tablet,
30771,Bythro 150mg Tablet,
30772,Baromox 250mg Tablet,
30773,Biopride MPS 125mg/10mg Tablet,
30774,Btflam-TH Tablet,
30775,Bacozid 250mg Injection,
30776,Bacozid T 1000mg/125mg Injection,
30777,Bacocef-S Injection,
30778,Bencef-T Injection,
30779,Bluxone S 250mg/125mg Injection,
30780,Bipnolol 60mg Tablet,
30781,Bapocef 100mg Tablet DT,
30782,Bruiser TZ 250mg/31.25mg Injection,
30783,Bocef CV 200mg/125mg Tablet,
30784,Blavin 500mg Infusion,
30785,Bruiser S 1000mg/500mg Injection,
30786,Befotrik 500mg Injection,
30787,Buceff CV 200mg/125mg Tablet,
30788,Brotiff D Tablet,
30789,Blusid 1% Cream,
30790,Bactoma B Ointment,
30791,Beeart 60mg Injection,
30792,Benzoclav 400mg/5ml/57mg/5ml Dry Syrup,
30793,Bestoflox 100mg Tablet,
30794,Bygnor TZ 400mg/600mg Tablet,
30795,Brefix 50mg Dry Syrup,
30796,Bledem 4 Tablet MD,
30797,Boldnac MR 250mg/50mg/325mg Tablet,
30798,Bitrab D 10mg/20mg Tablet,
30799,Biopan D 10mg/40mg Tablet,
30800,Btcilin TZ 4000mg/500mg Injection,
30801,Blox 250mg Tablet DT,
30802,Bxicom LB 100mg Tablet,
30803,Betaspas Oral Drops,
30804,Blesyl 250mg Tablet,
30805,Blanim S Tablet,
30806,Baz 250mg Tablet,
30807,Baxspas 20mg/500mg Tablet,
30808,Blubend Plus 6mg/400mg Tablet,
30809,Biopan D 30mg/40mg Capsule SR,
30810,Bolostat-MF 500mg/250mg Tablet,
